0.000035, 0.000035
0.845769, 0.191016
0.765095, 0.430737
0.724847, 0.413769
0.744159, 0.419749
0.703631, 0.430266
0.764438, 0.459610
0.791069, 0.371705
0.730226, 0.396510
0.672075, 0.354695
0.718900, 0.390688
0.715049, 0.377381
0.712623, 0.412169
0.555655, 0.529270
0.592358, 0.627607
0.717351, 0.542353
0.592014, 0.498526
0.472850, 0.585288
0.571704, 0.608504
0.636016, 0.393185
0.703434, 0.493241
0.757628, 0.411092
0.555851, 0.440772
0.722680, 0.406806
0.697821, 0.473045
0.785854, 0.424199
0.746319, 0.386467
0.678096, 0.356074
0.720949, 0.354499
0.679092, 0.498868
0.611249, 0.554388
0.603954, 0.561355
0.722709, 0.389705
0.549684, 0.512742
0.556627, 0.347441
0.738417, 0.349979
0.538422, 0.357131
0.689837, 0.368707
0.702496, 0.400599
0.459340, 0.504328
0.520366, 0.368475
0.558973, 0.555582
0.530793, 0.371643
0.704688, 0.416487
0.691604, 0.369694
0.689153, 0.373756
0.716131, 0.414871
0.715048, 0.385626
0.621604, 0.431348
0.717980, 0.393708
0.716570, 0.571516
0.710484, 0.371589
0.719493, 0.435137
0.570572, 0.543369
0.531875, 0.582407
0.683040, 0.411840
0.584698, 0.463948
0.702782, 0.417923
0.668232, 0.381761
0.633647, 0.456025
0.705616, 0.385756
0.721941, 0.405271
0.821185, 0.397964
0.747684, 0.469233
0.478033, 0.553384
0.801229, 0.432626
0.796723, 0.398922
0.633079, 0.380608
0.509916, 0.534744
0.539639, 0.557489
0.644836, 0.389971
0.525024, 0.517458
0.712451, 0.431983
0.665675, 0.640542
0.528987, 0.548774
0.721281, 0.393627
0.704963, 0.401663
0.681972, 0.416354
0.679096, 0.633694
0.593851, 0.583353
0.673913, 0.580467
0.684169, 0.666974
0.599870, 0.653259
0.680136, 0.645501
0.740497, 0.390969
0.670207, 0.481764
0.673336, 0.508175
0.486284, 0.586726
0.714114, 0.567833
0.438234, 0.508468
0.541636, 0.512968
0.541516, 0.508050
0.000075, 0.000076
